"MetWatch hourly weather data for Kumeu, Auckland"
Date,Time,"Air Temp. (°C)","Rainfall (mm)","Leaf Wetness (%)","Relative Humidity (%)","Wind Speed (km/h)","Wind Direction","Spray Drift Risk","Backup Data","Missing Data"
"Fri 29th Apr 2016","1 - 2am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","2 - 3am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","3 - 4am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","4 - 5am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","5 - 6am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","6 - 7am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","7 - 8am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","8 - 9am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","9 - 10am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","10 - 11am",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Fri 29th Apr 2016","11 - 12am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","12 - 1am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","1 - 2am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","2 - 3am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","3 - 4am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","4 - 5am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","5 - 6am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","6 - 7am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","7 - 8am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","8 - 9am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","9 - 10am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","10 - 11am",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Sat 30th Apr 2016","11 - 12am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Sun 1st May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Sun 1st May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Mon 2nd May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Tue 3rd May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Wed 4th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Wed 4th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Thu 5th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Thu 5th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Fri 6th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Fri 6th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Sat 7th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Sat 7th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Sun 8th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Sun 8th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Mon 9th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Mon 9th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Tue 10th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Tue 10th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Wed 11th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Wed 11th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Thu 12th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Thu 12th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Fri 13th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Fri 13th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","3 - 4am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","4 - 5am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","5 - 6am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","6 - 7am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","7 - 8am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","8 - 9am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","9 - 10am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","10 - 11am",-,-,-,-,-,-,,,All
"Sat 14th May 2016","11 - 12pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","12 - 1pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","1 - 2pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","2 - 3pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","3 - 4pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","4 - 5pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","5 - 6pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","6 - 7pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","7 - 8pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","8 - 9pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","9 - 10pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","10 - 11pm",-,-,-,-,-,-,,,All
"Sat 14th May 2016","11 - 12am",-,-,-,-,-,-,,,All
"Sun 15th May 2016","12 - 1am",-,-,-,-,-,-,,,All
"Sun 15th May 2016","1 - 2am",-,-,-,-,-,-,,,All
"Sun 15th May 2016","2 - 3am",-,-,-,-,-,-,,,All
"Sun 15th May 2016","3 - 4am",-,-,-,-,-,-,,,All
